,company_name,fund_code,fund_name,number_of_participants,unit_value_change_ytd_pct,bik_pct,predicted_bik_pct,report_date,fund_type,company_short,relative_change
565,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,25330,-4.5903344,0.5265,0.5265,2022-03-31,1954-1960,Swedbank,-4.5903344
397,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,23998,-10.237311,0.5265,0.5265,2022-06-30,1954-1960,Swedbank,-5.918664
357,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,21827,-12.419886,0.5265,0.5265,2022-09-30,1954-1960,Swedbank,-2.431494
215,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,19612,-11.969513,0.5265,0.5265,2022-12-31,1954-1960,Swedbank,0.51424503
659,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,18872,1.7611177,0.5249,0.5249,2023-03-31,1954-1960,Swedbank,1.7611178
443,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,17373,3.3451397,0.5249,0.5249,2023-06-30,1954-1960,Swedbank,1.5566111
883,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,15195,3.2073987,0.5249,0.5249,2023-09-30,1954-1960,Swedbank,-0.1332879
173,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,13007,7.4183393,0.5249,0.5249,2023-12-31,1954-1960,Swedbank,4.080069
611,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,12155,1.7585639,0.5225,0.5225,2024-03-31,1954-1960,Swedbank,1.7585639
795,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,10573,2.4180253,0.5225,0.5225,2024-06-30,1954-1960,Swedbank,0.6480694
315,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,8149,4.3322954,0.5225,0.5225,2024-09-30,1954-1960,Swedbank,1.8690705
747,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,5677,5.9076753,0.5225,0.5225,2024-12-31,1954-1960,Swedbank,1.5099645
937,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,4756,-0.9859033,0.4302,0.4302,2025-03-31,1954-1960,Swedbank,-0.98590326
125,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,3261,0.14702067,0.4302,0.4302,2025-06-30,1954-1960,Swedbank,1.1442065
267,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,1044,1.2194067,0.4302,0.4302,2025-09-30,1954-1960,Swedbank,1.0708094
696,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967******* ,84899,-11.820249,0.8517,,2020-03-31,1961-1967,Swedbank,-11.820249
974,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84709,-4.3713937,0.8517,,2020-06-30,1961-1967,Swedbank,8.447361
480,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84944,-1.2589613,0.8517,,2020-09-30,1961-1967,Swedbank,3.2546997
1014,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84491,4.6599054,0.8517,,2020-12-31,1961-1967,Swedbank,5.994332
68,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84936,4.1015787,0.7665,,2021-03-31,1961-1967,Swedbank,4.1015787
832,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84658,7.4764013,0.7665,,2021-06-30,1961-1967,Swedbank,3.2418609
28,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84871,9.013449,0.7665,,2021-09-30,1961-1967,Swedbank,1.43013
520,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84735,14.209339,0.7665,,2021-12-31,1961-1967,Swedbank,4.7662854
560,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84879,-4.5201874,0.6021,0.6021,2022-03-31,1961-1967,Swedbank,-4.5201874
392,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84794,-11.512581,0.6021,0.6021,2022-06-30,1961-1967,Swedbank,-7.32342
352,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84743,-13.004681,0.6021,0.6021,2022-09-30,1961-1967,Swedbank,-1.6862273
210,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84698,-12.58777,0.6021,0.6021,2022-12-31,1961-1967,Swedbank,0.47922134
653,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84720,3.1796503,0.6143,0.6143,2023-03-31,1961-1967,Swedbank,3.1796503
437,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84587,6.300728,0.6143,0.6143,2023-06-30,1961-1967,Swedbank,3.0249
877,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84481,5.949293,0.6143,0.6143,2023-09-30,1961-1967,Swedbank,-0.33059716
167,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84379,11.07857,0.6143,0.6143,2023-12-31,1961-1967,Swedbank,4.841256
605,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,84077,3.6986818,0.5966,0.5966,2024-03-31,1961-1967,Swedbank,3.6986816
789,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,83532,4.5875707,0.5966,0.5966,2024-06-30,1961-1967,Swedbank,0.8571744
309,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,83081,7.0885124,0.5966,0.5966,2024-09-30,1961-1967,Swedbank,2.391255
741,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,82538,9.461393,0.5966,0.5966,2024-12-31,1961-1967,Swedbank,2.2158027
931,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,82115,-2.2985342,0.4874,0.4874,2025-03-31,1961-1967,Swedbank,-2.2985342
119,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,81516,-0.22021884,0.4874,0.4874,2025-06-30,1961-1967,Swedbank,2.1272063
261,UAB „Swedbank investicijų valdymas“,SWD-61/67,Swedbank pensija 1961–1967 [7] ,81100,1.3488404,0.4874,0.4874,2025-09-30,1961-1967,Swedbank,1.5725255
691,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974******* ,95518,-16.819164,0.9295,,2020-03-31,1968-1974,Swedbank,-16.819164
969,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95438,-6.8541007,0.9295,,2020-06-30,1968-1974,Swedbank,11.980009
475,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95619,-3.1608717,0.9295,,2020-09-30,1968-1974,Swedbank,3.9649963
1009,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95252,4.649809,0.9295,,2020-12-31,1968-1974,Swedbank,8.065617
63,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95641,7.2490263,0.877,,2021-03-31,1968-1974,Swedbank,7.249026
827,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95403,13.099117,0.877,,2021-06-30,1968-1974,Swedbank,5.4546833
23,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95503,15.745966,0.877,,2021-09-30,1968-1974,Swedbank,2.340281
515,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95345,26.33336,0.877,,2021-12-31,1968-1974,Swedbank,9.147096
555,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95505,-4.78797,0.7208,0.7208,2022-03-31,1968-1974,Swedbank,-4.78797
387,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95496,-13.715868,0.7208,0.7208,2022-06-30,1968-1974,Swedbank,-9.37686
347,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95662,-13.854284,0.7208,0.7208,2022-09-30,1968-1974,Swedbank,-0.16041398
205,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95592,-14.307285,0.7208,0.7208,2022-12-31,1968-1974,Swedbank,-0.525856
647,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95815,4.750367,0.8059,0.8059,2023-03-31,1968-1974,Swedbank,4.750367
431,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95884,9.713656,0.8059,0.8059,2023-06-30,1968-1974,Swedbank,4.7382116
871,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95969,9.17768,0.8059,0.8059,2023-09-30,1968-1974,Swedbank,-0.48852563
161,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95922,15.029368,0.8059,0.8059,2023-12-31,1968-1974,Swedbank,5.359781
599,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95871,6.3253975,0.7872,0.7872,2024-03-31,1968-1974,Swedbank,6.3253975
783,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95490,8.010468,0.7872,0.7872,2024-06-30,1968-1974,Swedbank,1.5848279
303,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,95148,9.9380865,0.7872,0.7872,2024-09-30,1968-1974,Swedbank,1.7846584
735,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,94787,14.023106,0.7872,0.7872,2024-12-31,1968-1974,Swedbank,3.7157416
925,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,94456,-4.411106,0.647,0.647,2025-03-31,1968-1974,Swedbank,-4.411106
113,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,93951,-2.2335422,0.647,0.647,2025-06-30,1968-1974,Swedbank,2.2780538
255,UAB „Swedbank investicijų valdymas“,SWD-68/74,Swedbank pensija 1968–1974 [7] ,93723,0.66054636,0.647,0.647,2025-09-30,1968-1974,Swedbank,2.960205
686,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981******* ,96794,-16.818296,0.9293,,2020-03-31,1975-1981,Swedbank,-16.818296
964,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,96745,-6.8775563,0.9293,,2020-06-30,1975-1981,Swedbank,11.950636
470,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,97189,-3.2134213,0.9293,,2020-09-30,1975-1981,Swedbank,3.934741
1004,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,97004,4.7825723,0.9293,,2020-12-31,1975-1981,Swedbank,8.261466
58,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,97353,7.9337263,0.8796,,2021-03-31,1975-1981,Swedbank,7.9337263
822,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,97260,14.40975,0.8796,,2021-06-30,1975-1981,Swedbank,6.000006
18,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,97449,17.285328,0.8796,,2021-09-30,1975-1981,Swedbank,2.5133967
510,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,97454,29.552334,0.8796,,2021-12-31,1975-1981,Swedbank,10.4591255
550,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,97683,-4.9434333,0.7307,0.7307,2022-03-31,1975-1981,Swedbank,-4.9434333
382,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,97690,-14.738071,0.7307,0.7307,2022-06-30,1975-1981,Swedbank,-10.30401
342,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,97802,-14.092474,0.7307,0.7307,2022-09-30,1975-1981,Swedbank,0.75719357
200,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,97893,-14.990162,0.7307,0.7307,2022-12-31,1975-1981,Swedbank,-1.0449469
641,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,98206,5.7428036,0.8436,0.8436,2023-03-31,1975-1981,Swedbank,5.7428036
425,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,98333,11.724288,0.8436,0.8436,2023-06-30,1975-1981,Swedbank,5.6566477
865,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,98472,10.820194,0.8436,0.8436,2023-09-30,1975-1981,Swedbank,-0.80922246
155,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,98500,17.17778,0.8436,0.8436,2023-12-31,1975-1981,Swedbank,5.7368517
593,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,98543,8.240232,0.8308,0.8308,2024-03-31,1975-1981,Swedbank,8.240232
777,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,98338,10.320351,0.8308,0.8308,2024-06-30,1975-1981,Swedbank,1.921761
297,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,98101,11.740016,0.8308,0.8308,2024-09-30,1975-1981,Swedbank,1.2868524
729,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,97734,17.07302,0.8308,0.8308,2024-12-31,1975-1981,Swedbank,4.772687
919,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,97501,-5.936627,0.6963,0.6963,2025-03-31,1975-1981,Swedbank,-5.936627
107,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,96960,-3.3690093,0.6963,0.6963,2025-06-30,1975-1981,Swedbank,2.7296662
249,UAB „Swedbank investicijų valdymas“,SWD-75/81,Swedbank pensija 1975–1981 [7] ,96812,1.0650077,0.6963,0.6963,2025-09-30,1975-1981,Swedbank,4.588604
681,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988******* ,104736,-16.758287,0.9293,,2020-03-31,1982-1988,Swedbank,-16.758287
959,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,104821,-6.863235,0.9293,,2020-06-30,1982-1988,Swedbank,11.887133
465,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,106015,-3.1734133,0.9293,,2020-09-30,1982-1988,Swedbank,3.96173
999,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,106002,4.830918,0.9293,,2020-12-31,1982-1988,Swedbank,8.266664
53,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,106742,7.9215,0.8776,,2021-03-31,1982-1988,Swedbank,7.9215007
817,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,107037,14.460511,0.8776,,2021-06-30,1982-1988,Swedbank,6.0590386
13,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,108246,17.312887,0.8776,,2021-09-30,1982-1988,Swedbank,2.4920106
505,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,108344,29.636103,0.8776,,2021-12-31,1982-1988,Swedbank,10.504568
545,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,108762,-4.9154205,0.7281,0.7281,2022-03-31,1982-1988,Swedbank,-4.9154205
377,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,108941,-14.856583,0.7281,0.7281,2022-06-30,1982-1988,Swedbank,-10.455072
337,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,110147,-14.133366,0.7281,0.7281,2022-09-30,1982-1988,Swedbank,0.8494139
195,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,110417,-15.187546,0.7281,0.7281,2022-12-31,1982-1988,Swedbank,-1.2276947
635,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,111050,5.8606734,0.8393,0.8393,2023-03-31,1982-1988,Swedbank,5.8606734
419,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,111370,11.902009,0.8393,0.8393,2023-06-30,1982-1988,Swedbank,5.7068706
859,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,113244,10.897529,0.8393,0.8393,2023-09-30,1982-1988,Swedbank,-0.89764595
149,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,113433,17.386906,0.8393,0.8393,2023-12-31,1982-1988,Swedbank,5.851686
587,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,113847,8.298449,0.8251,0.8251,2024-03-31,1982-1988,Swedbank,8.298449
771,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,113808,10.360748,0.8251,0.8251,2024-06-30,1982-1988,Swedbank,1.904285
291,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,114528,11.758187,0.8251,0.8251,2024-09-30,1982-1988,Swedbank,1.2662411
723,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,114284,17.1017,0.8251,0.8251,2024-12-31,1982-1988,Swedbank,4.7813177
913,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,113986,-5.9983177,0.6896,0.6896,2025-03-31,1982-1988,Swedbank,-5.9983177
101,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,113528,-3.411839,0.6896,0.6896,2025-06-30,1982-1988,Swedbank,2.7515173
243,UAB „Swedbank investicijų valdymas“,SWD-82/88,Swedbank pensija 1982–1988 [7] ,113842,0.8831879,0.6896,0.6896,2025-09-30,1982-1988,Swedbank,4.446745
676,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995******* ,86941,-16.853933,0.9318,,2020-03-31,1989-1995,Swedbank,-16.853933
954,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,87136,-6.9995837,0.9318,,2020-06-30,1989-1995,Swedbank,11.851859
460,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,88862,-3.3874323,0.9318,,2020-09-30,1989-1995,Swedbank,3.8840175
994,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,88982,4.5692883,0.9318,,2020-12-31,1989-1995,Swedbank,8.235704
48,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,89670,7.6408787,0.8791,,2021-03-31,1989-1995,Swedbank,7.6408787
812,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,90029,14.119707,0.8791,,2021-06-30,1989-1995,Swedbank,6.0189366
8,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,91088,16.985037,0.8791,,2021-09-30,1989-1995,Swedbank,2.51081
500,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,91309,29.106972,0.8791,,2021-12-31,1989-1995,Swedbank,10.361958
540,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,91688,-5.1476483,0.7238,0.7238,2022-03-31,1989-1995,Swedbank,-5.1476483
372,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,91820,-15.110043,0.7238,0.7238,2022-06-30,1989-1995,Swedbank,-10.503054
332,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,93286,-14.265458,0.7238,0.7238,2022-09-30,1989-1995,Swedbank,0.9949088
190,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,93496,-15.325812,0.7238,0.7238,2022-12-31,1989-1995,Swedbank,-1.2367904
629,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,94152,5.926465,0.837,0.837,2023-03-31,1989-1995,Swedbank,5.926465
413,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,94566,11.809246,0.837,0.837,2023-06-30,1989-1995,Swedbank,5.553639
853,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,95471,10.673462,0.837,0.837,2023-09-30,1989-1995,Swedbank,-1.0158181
143,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,95626,17.233345,0.837,0.837,2023-12-31,1989-1995,Swedbank,5.927241
581,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,95911,8.334369,0.8223,0.8223,2024-03-31,1989-1995,Swedbank,8.334369
765,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,95798,10.2906475,0.8223,0.8223,2024-06-30,1989-1995,Swedbank,1.8057704
285,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,96601,11.719041,0.8223,0.8223,2024-09-30,1989-1995,Swedbank,1.2951136
717,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,96074,17.109676,0.8223,0.8223,2024-12-31,1989-1995,Swedbank,4.825175
907,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,95709,-5.8280745,0.683,0.683,2025-03-31,1989-1995,Swedbank,-5.8280745
95,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,95327,-3.3992682,0.683,0.683,2025-06-30,1989-1995,Swedbank,2.5791168
237,UAB „Swedbank investicijų valdymas“,SWD-89/95,Swedbank pensija 1989–1995 [7] ,95756,0.901522,0.683,0.683,2025-09-30,1989-1995,Swedbank,4.452133
671,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002******* ,30182,-17.172976,0.9273,,2020-03-31,1996-2002,Swedbank,-17.172976
949,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,30926,-7.412019,0.9273,,2020-06-30,1996-2002,Swedbank,11.784744
455,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,34509,-3.8927622,0.9273,,2020-09-30,1996-2002,Swedbank,3.8009882
989,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,35182,3.7350597,0.9273,,2020-12-31,1996-2002,Swedbank,7.9367876
43,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,36269,7.4411907,0.8716,,2021-03-31,1996-2002,Swedbank,7.4411907
807,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,37013,13.850216,0.8716,,2021-06-30,1996-2002,Swedbank,5.9651494
3,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,39906,16.69067,0.8716,,2021-09-30,1996-2002,Swedbank,2.4949074
495,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,40527,28.900623,0.8716,,2021-12-31,1996-2002,Swedbank,10.463524
535,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,41337,-5.505897,0.7039,0.7039,2022-03-31,1996-2002,Swedbank,-5.505897
367,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,41844,-15.834886,0.7039,0.7039,2022-06-30,1996-2002,Swedbank,-10.93083
327,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,45407,-14.947238,0.7039,0.7039,2022-09-30,1996-2002,Swedbank,1.0546565
185,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,45826,-16.03352,0.7039,0.7039,2022-12-31,1996-2002,Swedbank,-1.2771845
623,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,46620,6.0323796,0.8159,0.8159,2023-03-31,1996-2002,Swedbank,6.0323796
407,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,47086,11.98344,0.8159,0.8159,2023-06-30,1996-2002,Swedbank,5.6124926
847,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,49142,10.734087,0.8159,0.8159,2023-09-30,1996-2002,Swedbank,-1.1156678
137,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,49262,17.5353,0.8159,0.8159,2023-12-31,1996-2002,Swedbank,6.141937
575,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,49488,8.679791,0.8413,0.8413,2024-03-31,1996-2002,Swedbank,8.679791
759,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,49458,10.805711,0.8413,0.8413,2024-06-30,1996-2002,Swedbank,1.9561291
279,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,50932,12.11397,0.8413,0.8413,2024-09-30,1996-2002,Swedbank,1.1806726
711,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,50971,18.284168,0.8413,0.8413,2024-12-31,1996-2002,Swedbank,5.5035114
901,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,49696,-6.4075294,0.6699,0.6699,2025-03-31,1996-2002,Swedbank,-6.407529
89,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,49635,-4.0518985,0.6699,0.6699,2025-06-30,1996-2002,Swedbank,2.5169015
231,UAB „Swedbank investicijų valdymas“,SWD-96/02,Swedbank pensija 1996–2002 [7] ,50409,0.40412635,0.6699,0.6699,2025-09-30,1996-2002,Swedbank,4.644215
