,company_name,fund_code,fund_name,number_of_participants,unit_value_change_ytd_pct,bik_pct,predicted_bik_pct,report_date,fund_type,company_short,relative_change
99,UAB „Artea Asset Management“,INV-82/88,Artea pensija 1982–1988 Index Plus,42074,-1.5950538,1.26,1.26,2025-06-30,1982-1988,Artea,2.8509378
241,UAB Artea Asset Management,INV-82/88,Artea pensija 1982–1988 Index Plus,43246,3.751234,1.26,1.26,2025-09-30,1982-1988,Artea,5.4329395
674,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995,31054,-17.727718,1.08,1.08,2020-03-31,1989-1995,Artea,-17.727718
952,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995,31146,-7.4600067,1.08,1.08,2020-06-30,1989-1995,Artea,12.480164
458,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995,33081,-4.2768526,1.08,1.08,2020-09-30,1989-1995,Artea,3.4397602
992,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995,33067,4.7665687,1.08,1.08,2020-12-31,1989-1995,Artea,9.447479
46,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995,33112,9.488937,0.93,0.93,2021-03-31,1989-1995,Artea,9.488937
810,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995,33274,15.098162,0.93,0.93,2021-06-30,1989-1995,Artea,5.1231027
6,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995,34642,16.54721,0.93,0.93,2021-09-30,1989-1995,Artea,1.2589693
498,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995,34791,24.143036,0.93,0.93,2021-12-31,1989-1995,Artea,6.5173745
538,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995,34923,-3.2946343,1.04,1.04,2022-03-31,1989-1995,Artea,-3.2946343
370,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995 Index Plus,35196,-11.17038,1.04,1.04,2022-06-30,1989-1995,Artea,-8.144063
330,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995 Index Plus,36581,-10.938187,1.04,1.04,2022-09-30,1989-1995,Artea,0.2613902
188,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995 Index Plus,36652,-10.29181,1.04,1.04,2022-12-31,1989-1995,Artea,0.7257581
627,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995 Index Plus,36593,4.7848897,1.19,1.19,2023-03-31,1989-1995,Artea,4.7848897
411,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995 Index Plus,38528,8.6114025,1.19,1.19,2023-06-30,1989-1995,Artea,3.651774
851,UAB „INVL Asset Management“,INV-89/95,INVL pensija 1989–1995 Index Plus,38147,8.520462,1.19,1.19,2023-09-30,1989-1995,Artea,-0.083732605
141,UAB „SB Asset Management“,INV-89/95,INVL pensija 1989–1995 Index Plus,37410,13.382301,1.19,1.19,2023-12-31,1989-1995,Artea,4.4801116
579,UAB „SB Asset Management“,INV-89/95,INVL pensija 1989–1995 Index Plus,36626,8.144126,1.37,1.37,2024-03-31,1989-1995,Artea,8.144126
763,UAB „SB Asset Management“,INV-89/95,INVL pensija 1989–1995 Index Plus,36042,11.636229,1.37,1.37,2024-06-30,1989-1995,Artea,3.2291174
283,UAB „SB Asset Management“,INV-89/95,INVL pensija 1989–1995 Index Plus,36675,13.832675,1.37,1.37,2024-09-30,1989-1995,Artea,1.9675016
715,UAB „SB Asset Management“,INV-89/95,INVL pensija 1989–1995 Index Plus,35841,18.916584,1.37,1.37,2024-12-31,1989-1995,Artea,4.4661283
905,UAB „SB Asset Management“,INV-89/95,INVL pensija 1989–1995 Index Plus,34973,-4.347826,1.27,1.27,2025-03-31,1989-1995,Artea,-4.347826
93,UAB „Artea Asset Management“,INV-89/95,Artea pensija 1989–1995 Index Plus,34277,-1.6706444,1.27,1.27,2025-06-30,1989-1995,Artea,2.7988672
235,UAB Artea Asset Management,INV-89/95,Artea pensija 1989–1995 Index Plus,37189,3.6733422,1.27,1.27,2025-09-30,1989-1995,Artea,5.4347873
669,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002,9366,-17.363607,1.1,1.1,2020-03-31,1996-2002,Artea,-17.363607
947,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002,9453,-7.3913755,1.1,1.1,2020-06-30,1996-2002,Artea,12.067604
453,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002,12780,-4.1081347,1.1,1.1,2020-09-30,1996-2002,Artea,3.5452843
987,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002,12877,4.9493628,1.1,1.1,2020-12-31,1996-2002,Artea,9.445536
41,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002,12870,9.571984,0.95,0.95,2021-03-31,1996-2002,Artea,9.571984
805,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002,12987,15.229572,0.95,0.95,2021-06-30,1996-2002,Artea,5.1633596
1,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002,15803,16.466927,0.95,0.95,2021-09-30,1996-2002,Artea,1.0738134
493,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002,15806,24.03891,0.95,0.95,2021-12-31,1996-2002,Artea,6.5014005
533,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002,15854,-3.4004643,1.03,1.03,2022-03-31,1996-2002,Artea,-3.4004643
365,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002 Index Plus,16003,-11.594203,1.03,1.03,2022-06-30,1996-2002,Artea,-8.48217
325,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002 Index Plus,18815,-11.412259,1.03,1.03,2022-09-30,1996-2002,Artea,0.20580292
183,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002 Index Plus,18824,-10.973084,1.03,1.03,2022-12-31,1996-2002,Artea,0.49574375
621,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002 Index Plus,18709,4.8696265,1.07,1.07,2023-03-31,1996-2002,Artea,4.8696265
405,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002 Index Plus,21513,8.957012,1.07,1.07,2023-06-30,1996-2002,Artea,3.8975954
845,UAB „INVL Asset Management“,INV-96/02,INVL pensija 1996–2002 Index Plus,21154,8.780831,1.07,1.07,2023-09-30,1996-2002,Artea,-0.16169548
135,UAB „SB Asset Management“ [13],INV-96/02,INVL pensija 1996–2002 Index Plus,20552,13.7773075,1.07,1.07,2023-12-31,1996-2002,Artea,4.593146
573,UAB „SB Asset Management“,INV-96/02,INVL pensija 1996–2002 Index Plus,19859,8.442243,1.2,1.2,2024-03-31,1996-2002,Artea,8.442243
757,UAB „SB Asset Management“,INV-96/02,INVL pensija 1996–2002 Index Plus,19311,11.96036,1.2,1.2,2024-06-30,1996-2002,Artea,3.2442331
277,UAB „SB Asset Management“,INV-96/02,INVL pensija 1996–2002 Index Plus,22119,14.289253,1.2,1.2,2024-09-30,1996-2002,Artea,2.0801067
709,UAB „SB Asset Management“,INV-96/02,INVL pensija 1996–2002 Index Plus,20721,19.498297,1.2,1.2,2024-12-31,1996-2002,Artea,4.5577645
899,UAB „SB Asset Management“,INV-96/02,INVL pensija 1996–2002 Index Plus,18430,-4.727103,1.06,1.06,2025-03-31,1996-2002,Artea,-4.727103
87,UAB „Artea Asset Management“,INV-96/02,Artea pensija 1996–2002 Index Plus,17979,-1.9903592,1.06,1.06,2025-06-30,1996-2002,Artea,2.8725266
229,UAB Artea Asset Management,INV-96/02,Artea pensija 1996–2002 Index Plus,19733,3.6127093,1.06,1.06,2025-09-30,1996-2002,Artea,5.7168603
704,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,847,-5.090266,0.3,0.3,2020-03-31,TIPF,Artea,-5.090266
982,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,895,-0.9491904,0.3,0.3,2020-06-30,TIPF,Artea,4.3631673
488,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,976,0.660711,0.3,0.3,2020-09-30,TIPF,Artea,1.6253233
1022,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,1056,3.6757863,0.3,0.3,2020-12-31,TIPF,Artea,2.9952884
76,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,1072,1.2745714,0.29,0.29,2021-03-31,TIPF,Artea,1.2745714
840,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,1129,2.3696258,0.29,0.29,2021-06-30,TIPF,Artea,1.0812759
36,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,1258,2.5042636,0.29,0.29,2021-09-30,TIPF,Artea,0.13152361
528,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,1403,3.2941387,0.29,0.29,2021-12-31,TIPF,Artea,0.77056885
568,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,1466,-3.2151546,0.28,0.28,2022-03-31,TIPF,Artea,-3.2151546
400,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,1517,-8.585332,0.28,0.28,2022-06-30,TIPF,Artea,-5.5485783
360,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,1608,-10.662148,0.28,0.28,2022-09-30,TIPF,Artea,-2.2718608
218,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,1694,-9.332638,0.28,0.28,2022-12-31,TIPF,Artea,1.4881849
663,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,1675,0.9009009,0.29,0.29,2023-03-31,TIPF,Artea,0.9009009
447,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,1742,2.2235,0.29,0.29,2023-06-30,TIPF,Artea,1.3107896
887,UAB „INVL Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,2356,2.376845,0.29,0.29,2023-09-30,TIPF,Artea,0.15000105
177,UAB „SB Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,1963,6.6992526,0.29,0.29,2023-12-31,TIPF,Artea,4.2220592
615,UAB „SB Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,1991,2.1108418,0.3,0.3,2024-03-31,TIPF,Artea,2.1108418
799,UAB „SB Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,2050,2.7755322,0.3,0.3,2024-06-30,TIPF,Artea,0.65095425
319,UAB „SB Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,2253,6.1169496,0.3,0.3,2024-09-30,TIPF,Artea,3.251171
751,UAB „SB Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,2473,7.3205786,0.3,0.3,2024-12-31,TIPF,Artea,1.1342525
941,UAB „SB Asset Management“,INV-TIPF,INVL pensijų turto išsaugojimo fondas,2534,0.4268497,0.28,0.28,2025-03-31,TIPF,Artea,0.42684966
129,UAB „Artea Asset Management“,INV-TIPF,Artea pensijų turto išsaugojimo fondas,2745,1.2052226,0.28,0.28,2025-06-30,TIPF,Artea,0.7750511
271,UAB Artea Asset Management,INV-TIPF,Artea pensijų turto išsaugojimo fondas,3022,2.1509876,0.28,0.28,2025-09-30,TIPF,Artea,0.93450546
892,Luminor investicijų valdymas UAB ,LMN-03/09,Luminor 2003-2009 tikslinės grupės pensijų fondas,4502,-7.66,,,2025-03-31,2003-2009,Luminor,-7.66
80,Luminor investicijų valdymas UAB ,LMN-03/09,Luminor 2003-2009 tikslinės grupės pensijų fondas,4351,-4.9,,,2025-06-30,2003-2009,Luminor,2.9889584
222,Luminor investicijų valdymas UAB ,LMN-03/09,Luminor 2003-2009 tikslinės grupės pensijų fondas,6147,1.49,,,2025-09-30,2003-2009,Luminor,6.7192435
698,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,9403,-7.9813495,1.5,,2020-03-31,1954-1960,Luminor,-7.9813495
976,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,9041,-1.6547815,1.5,,2020-06-30,1954-1960,Luminor,6.8753123
482,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,8493,-0.50283414,1.5,,2020-09-30,1954-1960,Luminor,1.1713266
1016,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,7950,2.934723,1.5,,2020-12-31,1954-1960,Luminor,3.4549236
70,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,7730,0.5240252,1.35,,2021-03-31,1954-1960,Luminor,0.5240252
834,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,7370,1.971756,0.97,,2021-06-30,1954-1960,Luminor,1.4401913
30,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,6832,2.54019,0.97,,2021-09-30,1954-1960,Luminor,0.5574465
522,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,6370,3.1441514,0.97,,2021-12-31,1954-1960,Luminor,0.5890012
562,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,6151,-5.4163437,0.8515574,,2022-03-31,1954-1960,Luminor,-5.4163437
394,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,5843,-12.563506,0.8515574,,2022-06-30,1954-1960,Luminor,-7.5564384
354,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,5363,-14.371824,0.8515574,,2022-09-30,1954-1960,Luminor,-2.068156
212,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,4902,-13.958495,0.8515574,,2022-12-31,1954-1960,Luminor,0.48270226
656,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,4681,1.0908726,0.803714,,2023-03-31,1954-1960,Luminor,1.0908726
440,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,4404,1.9815853,0.803714,,2023-06-30,1954-1960,Luminor,0.8810997
880,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,3947,1.1309047,0.803714,,2023-09-30,1954-1960,Luminor,-0.8341491
170,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,3481,7.2257805,0.803714,,2023-12-31,1954-1960,Luminor,6.026721
608,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,3316,1.6427104,0.71,,2024-03-31,1954-1960,Luminor,1.6427106
792,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,3065,2.165391,0.71,,2024-06-30,1954-1960,Luminor,0.5142212
312,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,2624,5.75882,0.71,,2024-09-30,1954-1960,Luminor,3.51727
744,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,2163,6.794848,0.71,,2024-12-31,1954-1960,Luminor,0.97961426
934,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,1999,-1.3371788,0.7,,2025-03-31,1954-1960,Luminor,-1.3371788
122,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,1736,1.1012061,0.7,,2025-06-30,1954-1960,Luminor,2.471435
264,Luminor investicijų valdymas UAB ,LMN-54/60,Luminor 1954–1960 tikslinės grupės pensijų fondas,1293,3.0676455,0.7,,2025-09-30,1954-1960,Luminor,1.9450188
693,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,19266,-12.915918,1.53,,2020-03-31,1961-1967,Luminor,-12.915918
971,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,19144,-3.0792918,1.53,,2020-06-30,1961-1967,Luminor,11.295557
477,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,18757,-0.19673254,1.53,,2020-09-30,1961-1967,Luminor,2.9741406
1011,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,18445,6.851424,1.53,,2020-12-31,1961-1967,Luminor,7.0620418
65,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,18212,3.4261928,1.37,,2021-03-31,1961-1967,Luminor,3.4261928
829,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,18063,6.876401,1.37,,2021-06-30,1961-1967,Luminor,3.335905
25,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,17844,7.7729745,1.18,,2021-09-30,1961-1967,Luminor,0.8388877
517,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,17641,10.830932,1.18,,2021-12-31,1961-1967,Luminor,2.8374076
557,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,17472,-5.872156,1.0534165,,2022-03-31,1961-1967,Luminor,-5.872156
389,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,17274,-13.766703,1.0534165,,2022-06-30,1961-1967,Luminor,-8.387053
349,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,17129,-15.290719,1.0534165,,2022-09-30,1961-1967,Luminor,-1.7673135
207,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,16983,-15.283496,1.0534165,,2022-12-31,1961-1967,Luminor,0.008523464
650,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,16836,1.9012704,0.92034596,,2023-03-31,1961-1967,Luminor,1.9012704
434,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,16694,4.4419813,0.92034596,,2023-06-30,1961-1967,Luminor,2.493298
874,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,16606,3.717282,0.92034596,,2023-09-30,1961-1967,Luminor,-0.69387555
164,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,16552,10.12874,0.92034596,,2023-12-31,1961-1967,Luminor,6.181669
602,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,16476,3.9173183,0.71,,2024-03-31,1961-1967,Luminor,3.917318
786,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,16458,5.4269567,0.71,,2024-06-30,1961-1967,Luminor,1.4527321
306,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,16504,8.515909,0.71,,2024-09-30,1961-1967,Luminor,2.9299498
738,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,16490,11.504219,0.71,,2024-12-31,1961-1967,Luminor,2.753806
928,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,16547,-2.3606193,0.71,,2025-03-31,1961-1967,Luminor,-2.3606193
116,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,16517,0.3679789,0.71,,2025-06-30,1961-1967,Luminor,2.7945638
258,Luminor investicijų valdymas UAB ,LMN-61/67,Luminor 1961–1967 tikslinės grupės pensijų fondas,16375,3.464556,0.71,,2025-09-30,1961-1967,Luminor,3.0852318
688,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,20984,-17.630362,1.56,,2020-03-31,1968-1974,Luminor,-17.630362
966,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,20881,-5.806504,1.56,,2020-06-30,1968-1974,Luminor,14.354634
472,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,20496,-1.5975995,1.56,,2020-09-30,1968-1974,Luminor,4.4683576
1006,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,20155,8.507015,1.56,,2020-12-31,1968-1974,Luminor,10.268664
60,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,19961,6.255605,1.37,,2021-03-31,1968-1974,Luminor,6.255605
824,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,19783,11.801196,1.37,,2021-06-30,1968-1974,Luminor,5.219102
20,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,19576,13.139013,1.37,,2021-09-30,1968-1974,Luminor,1.196599
512,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,19406,18.57997,1.37,,2021-12-31,1968-1974,Luminor,4.8090935
552,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,19221,-5.9624352,1.2134715,,2022-03-31,1968-1974,Luminor,-5.9624352
384,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,19025,-14.313626,1.2134715,,2022-06-30,1968-1974,Luminor,-8.8806925
344,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,18812,-15.750662,1.2134715,,2022-09-30,1968-1974,Luminor,-1.677084
202,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,18652,-15.857809,1.2134715,,2022-12-31,1968-1974,Luminor,-0.12718439
644,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,18467,2.516854,1.004434,,2023-03-31,1968-1974,Luminor,2.516854
428,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,18322,7.101124,1.004434,,2023-06-30,1968-1974,Luminor,4.4717193
868,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,18232,6.921348,1.004434,,2023-09-30,1968-1974,Luminor,-0.16784668
158,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,18186,13.235955,1.004434,,2023-12-31,1968-1974,Luminor,5.905831
596,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,18136,7.402262,0.72,,2024-03-31,1968-1974,Luminor,7.402262
780,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,18184,10.471655,0.72,,2024-06-30,1968-1974,Luminor,2.85784
300,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,18190,12.707548,0.72,,2024-09-30,1968-1974,Luminor,2.0239472
732,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,18231,18.422968,0.72,,2024-12-31,1968-1974,Luminor,5.07102
922,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,18343,-4.3011956,0.73,,2025-03-31,1968-1974,Luminor,-4.3011956
110,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,18327,-1.5920008,0.73,,2025-06-30,1968-1974,Luminor,2.8309584
252,Luminor investicijų valdymas UAB ,LMN-68/74,Luminor 1968–1974 tikslinės grupės pensijų fondas,18119,3.4521282,0.73,,2025-09-30,1968-1974,Luminor,5.125737
683,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,22157,-17.538712,1.51,,2020-03-31,1975-1981,Luminor,-17.538712
961,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,22040,-5.6886716,1.51,,2020-06-30,1975-1981,Luminor,14.37043
467,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,21965,-1.4832926,1.51,,2020-09-30,1975-1981,Luminor,4.4590473
1001,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,21706,8.671556,1.51,,2020-12-31,1975-1981,Luminor,10.307741
55,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,21481,6.5846705,1.37,,2021-03-31,1975-1981,Luminor,6.5846705
819,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,21263,12.329384,1.37,,2021-06-30,1975-1981,Luminor,5.3898215
15,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,21151,13.656817,1.37,,2021-09-30,1975-1981,Luminor,1.1817336
507,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,20926,19.40153,1.37,,2021-12-31,1975-1981,Luminor,5.054438
547,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,20689,-6.1742353,1.23,,2022-03-31,1975-1981,Luminor,-6.1742353
379,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,20471,-14.741536,1.23,,2022-06-30,1975-1981,Luminor,-9.131074
339,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,20269,-16.098234,1.23,,2022-09-30,1975-1981,Luminor,-1.5912831
197,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,20067,-16.12336,1.23,,2022-12-31,1975-1981,Luminor,-0.029945374
638,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,19803,2.9429383,1.0293069,,2023-03-31,1975-1981,Luminor,2.9429383
422,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,19651,8.431931,1.0293069,,2023-06-30,1975-1981,Luminor,5.3320765
862,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,19560,8.514303,1.0293069,,2023-09-30,1975-1981,Luminor,0.07597208
152,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,19545,14.797065,1.0293069,,2023-12-31,1975-1981,Luminor,5.7897925
590,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,19508,9.412916,0.72,,2024-03-31,1975-1981,Luminor,9.412916
